testaccom_id,accomodation,accom_location,destination,accom_stars,accom_type,accom_board_basis,staff_pick,trip_adv_rating,trip_adv_reviews,has_swimming_pool,has_sauna,has_jacuzzi,has_tv_in_room,has_air_conditioning,has_wifi,has_hot_tub,has_lift,suitable_for_children,has_child_care,has_bar,has_sea_view,close_to_resort,departure_airport,travel_date,booking_date,day_booked_before_travel,holiday_duration,price_per_person
IGPAHA,Bella Italia: Hotel Apartments,Peschiera,Lake Garda,4,Apartment,Bed & Breakfast,0,4.5,257,1,0,0,1,1,0,0,0,1,0,1,0,1,ORK,2015-07-04,2015-01-29,156,14,1071
IGPABA,Bella Italia: Apartments,Peschiera,Lake Garda,4,Apartment,Self-Catering,0,4.5,257,1,0,0,1,1,0,0,0,1,0,1,0,1,DUB,2015-07-04,2015-05-16,49,14,1099.4
IGTEHH,Hotel Holiday,Nago-Torbole,Lake Garda,3,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,ORK,2015-07-04,2015-06-30,4,7,642.45
IGMEMP,Hotel Majestic Palace,Malcesine,Lake Garda,4,Hotel,Half Board,0,4.5,427,1,1,1,1,0,0,0,1,1,0,0,0,0,BHD,2015-07-04,2015-04-24,71,14,1703.66
IGGAVM,Villa Madrina,Garda,Lake Garda,4,Hotel,Bed & Breakfast,0,,,1,1,1,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-04,2015-01-30,155,7,1555
IGRASH,Ambassador Suite Hotel,Riva,Lake Garda,3,Hotel,Bed & Breakfast,0,4.5,224,1,0,0,1,0,0,0,0,1,0,1,0,1,DUB,2015-07-04,2015-05-03,62,7,929
IGRAHG,Hotel Garda,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,730,1,0,0,1,1,1,0,1,0,0,1,0,1,ORK,2015-07-04,2014-12-31,185,7,1039
IVLJPP,Hotel Principe Palace,Lido di Jesolo,Venetian Riviera,4,Hotel,Half Board,0,4.5,711,1,0,0,1,1,0,0,1,0,0,1,0,1,BHD,2015-07-04,2015-04-24,71,7,1180.07
IGSEGV,Garda Village,Sirmione,Lake Garda,4,Holiday Homes,Self-Catering,0,3.5,444,1,0,0,1,1,1,0,0,1,0,1,0,0,ORK,2015-07-04,2015-07-02,2,7,604.41
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-02-28,126,7,848.55
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-03-02,124,14,1169
IGRAAS,Ambassador Suite Apartments,Riva,Lake Garda,3,Apartment,Self-Catering,0,4.5,224,1,0,0,1,1,0,0,1,1,0,1,0,1,ORK,2015-07-04,2015-07-02,2,7,499.1
IVLJHP,Hotel Portofino,Lido di Jesolo,Venetian Riviera,3,Hotel,Half Board,0,4,131,1,0,0,1,1,1,0,1,1,0,1,0,1,ORK,2015-07-04,2015-03-27,99,14,1169
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,BHD,2015-07-04,2015-01-06,179,7,849.78
IGSEGV,Garda Village,Sirmione,Lake Garda,4,Holiday Homes,Self-Catering,0,3.5,444,1,0,0,1,1,1,0,0,1,0,1,0,0,ORK,2015-07-04,2015-05-01,64,14,1268.19
IGRASP,Hotel Savoy Palace,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,1431,1,1,1,1,1,1,0,1,1,0,1,0,0,DUB,2015-07-04,2015-04-14,81,7,1133
IGDOVR,Villa Rosa Hotel,Desenzano,Lake Garda,4,Hotel,Bed & Breakfast,0,4.5,917,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-04,2015-05-01,64,7,1169
IGRAHG,Hotel Garda,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,730,1,0,0,1,1,1,0,1,0,0,1,0,1,ORK,2015-07-04,2015-04-28,67,7,1039.21
IGCOBV,Belvedere Village,Castelnuovo del Garda,Lake Garda,4,Apartment,Self-Catering,0,4,325,1,0,0,1,1,1,0,0,1,0,1,0,0,DUB,2015-07-04,2015-05-11,54,7,691
IGSEDU,Hotel Du Parc,Sirmione,Lake Garda,4,Hotel,Bed & Breakfast,0,4,510,1,0,0,1,1,0,0,0,0,0,1,0,0,BHD,2015-07-04,2015-05-09,56,7,1043.1
IGDOHB,Hotel Benaco,Desenzano,Lake Garda,3,Hotel,Bed & Breakfast,0,4.5,617,1,0,1,1,1,1,0,0,0,0,0,0,1,DUB,2015-07-04,2015-05-06,59,7,977
IGRAKP,Hotel Kristal Palace,Riva,Lake Garda,4,Hotel,Half Board,0,5,731,1,0,0,1,1,1,0,0,0,0,1,0,0,DUB,2015-07-04,2015-03-28,98,7,1309
IGDOHB,Hotel Benaco,Desenzano,Lake Garda,3,Hotel,Bed & Breakfast,0,4.5,617,1,0,1,1,1,1,0,0,0,0,0,0,1,ORK,2015-07-04,2015-01-15,170,14,1374
IGPAHA,Bella Italia: Hotel Apartments,Peschiera,Lake Garda,4,Apartment,Bed & Breakfast,0,4.5,257,1,0,0,1,1,0,0,0,1,0,1,0,1,DUB,2015-07-04,2015-02-03,151,14,979
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-03-05,121,14,1019
IGDOVR,Villa Rosa Hotel,Desenzano,Lake Garda,4,Hotel,Bed & Breakfast,0,4.5,917,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-04,2015-05-06,59,7,1277
IGLESP,Hotel Splendid Palace,Limone,Lake Garda,4,Hotel,Half Board,0,4.5,634,1,1,1,1,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2015-01-05,180,7,1017
IGLESP,Hotel Splendid Palace,Limone,Lake Garda,4,Hotel,Half Board,0,4.5,634,1,1,1,1,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2014-12-29,187,7,1246.68
IGMEMP,Hotel Majestic Palace,Malcesine,Lake Garda,4,Hotel,Half Board,0,4.5,427,1,1,1,1,0,0,0,1,1,0,0,0,0,ORK,2015-07-04,2015-05-13,52,14,1233.47
IGLESP,Hotel Splendid Palace,Limone,Lake Garda,4,Hotel,Half Board,0,4.5,634,1,1,1,1,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2014-12-31,185,7,1246.68
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,ORK,2015-07-04,2015-03-18,108,14,1551.5
IGRASP,Hotel Savoy Palace,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,1431,1,1,1,1,1,1,0,1,1,0,1,0,0,DUB,2015-07-04,2015-05-11,54,14,1997.21
IGGEHG,Grand Hotel Gardone,Gardone,Lake Garda,4,Hotel,Bed & Breakfast,0,,,1,1,0,0,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2015-03-19,107,7,1470.67
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-03-16,110,7,792.64
IGRAAS,Ambassador Suite Apartments,Riva,Lake Garda,3,Apartment,Self-Catering,0,4.5,224,1,0,0,1,1,0,0,1,1,0,1,0,1,DUB,2015-07-04,2015-03-19,107,7,759.9
IGRAHG,Hotel Garda,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,730,1,0,0,1,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2015-02-14,140,7,1176.21
IGRASP,Hotel Savoy Palace,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,1431,1,1,1,1,1,1,0,1,1,0,1,0,0,BHD,2015-07-04,2015-03-24,102,7,1124.53
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,ORK,2015-07-04,2015-02-09,145,14,1248
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-04-21,74,7,735.37
IACASE,Hotel Senior,Cattolica,Rimini and Adriatic Riviera,3,Hotel,Half Board,0,4,197,1,0,1,0,0,1,0,0,1,0,1,1,1,DUB,2015-07-04,2015-05-19,46,7,639.53
IGDOHB,Hotel Benaco,Desenzano,Lake Garda,3,Hotel,Bed & Breakfast,0,4.5,617,1,0,1,1,1,1,0,0,0,0,0,0,1,DUB,2015-07-04,2015-05-14,51,14,1419
IGMEHM,Hotel Malcesine,Malcesine,Lake Garda,3,Hotel,Half Board,0,3.5,238,0,0,0,1,1,0,0,1,0,0,1,0,1,ORK,2015-07-04,2015-05-18,47,7,899
IGTEPM,Hotel Piccolo Mondo,Nago-Torbole,Lake Garda,4,Hotel,Half Board,0,4.5,367,1,1,0,1,1,1,0,1,0,0,1,0,1,ORK,2015-07-04,2015-03-30,96,14,1479
IGPABI,Bella Italia: Bungalows,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,1,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-01-02,183,14,1199
IGPABM,Bella Italia: Mobile Homes,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,0,1,1,0,0,1,0,1,0,1,DUB,2015-07-04,2015-05-14,51,7,852.33
IGDOVR,Villa Rosa Hotel,Desenzano,Lake Garda,4,Hotel,Bed & Breakfast,0,4.5,917,1,0,0,1,1,1,0,0,0,0,1,0,1,BHD,2015-07-04,2015-03-30,96,7,1624.84
IGRASP,Hotel Savoy Palace,Riva,Lake Garda,4,Hotel,Half Board,0,4.5,1431,1,1,1,1,1,1,0,1,1,0,1,0,0,BHD,2015-07-04,2014-10-28,249,7,1233.66
IVLJHP,Hotel Portofino,Lido di Jesolo,Venetian Riviera,3,Hotel,Half Board,0,4,131,1,0,0,1,1,1,0,1,1,0,1,0,1,DUB,2015-07-04,2015-05-10,55,7,784.6
IGCOBV,Belvedere Village,Castelnuovo del Garda,Lake Garda,4,Apartment,Self-Catering,0,4,325,1,0,0,1,1,1,0,0,1,0,1,0,0,DUB,2015-07-04,2015-06-13,21,14,735.7
IGDOHB,Hotel Benaco,Desenzano,Lake Garda,3,Hotel,Bed & Breakfast,0,4.5,617,1,0,1,1,1,1,0,0,0,0,0,0,1,DUB,2015-07-04,2015-02-14,140,7,839
IGLESP,Hotel Splendid Palace,Limone,Lake Garda,4,Hotel,Half Board,0,4.5,634,1,1,1,1,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2015-05-21,44,7,1131.2
IAREGO,Hotel Golf,Riccione,Rimini and Adriatic Riviera,3,Hotel,Half Board,0,,,1,1,1,0,0,1,0,0,0,0,1,1,1,DUB,2015-07-04,2015-05-21,44,7,668.78
IGLESP,Hotel Splendid Palace,Limone,Lake Garda,4,Hotel,Half Board,0,4.5,634,1,1,1,1,1,1,0,1,0,0,1,0,1,BHD,2015-07-04,2015-05-21,44,7,1050.04
IGBOAS,Aqualux Hotel Spa Suite & Terme,Bardolino,Lake Garda,4,Hotel,Bed & Breakfast,0,4.5,1234,1,1,0,1,1,1,0,1,0,0,1,0,1,ORK,2015-07-04,2015-03-24,102,7,1283
IGPABM,Bella Italia: Mobile Homes,Peschiera,Lake Garda,4,Holiday Homes,Self-Catering,0,4.5,257,1,0,0,0,1,1,0,0,1,0,1,0,1,BHD,2015-07-04,2015-01-19,166,7,1039.22
IAREGO,Hotel Golf,Riccione,Rimini and Adriatic Riviera,3,Hotel,Half Board,0,,,1,1,1,0,0,1,0,0,0,0,1,1,1,DUB,2015-07-04,2015-05-22,43,7,668.78
IGSECO,Hotel Continental,Sirmione,Lake Garda,4,Hotel,Half Board,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,ORK,2015-07-04,2015-03-30,96,7,1599
IGLEVD,Hotel Villa Dirce,Limone,Lake Garda,4,Hotel,Half Board,0,4,313,1,0,1,1,1,1,0,0,0,0,1,0,0,DUB,2015-07-04,2015-05-26,39,7,969
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-05-25,41,7,764.71
ISTAHA,Hotel Ariston,Taormina,Sicily,4,Hotel,Bed & Breakfast,0,4,1078,1,0,0,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-05-25,41,7,1095.3
ISGNHS,Hotel Sabbie d'Oro,Giardini Naxos,Sicily,4,Hotel,Bed & Breakfast,0,,,0,0,0,0,1,1,0,0,0,0,1,1,1,DUB,2015-07-05,2015-02-19,136,7,809
ISGNSB,Hotel Sporting Baia,Giardini Naxos,Sicily,4,Hotel,Half Board,0,,,1,1,1,1,1,0,0,0,0,0,1,0,0,DUB,2015-07-05,2015-06-07,28,7,715.55
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-03-25,102,7,689.9
ISTAVD,Hotel Villa Diodoro,Taormina,Sicily,4,Hotel,Bed & Breakfast,0,4,1017,1,0,0,1,1,0,0,1,0,0,1,1,1,DUB,2015-07-05,2015-04-01,95,7,1319
ISGNHS,Hotel Sabbie d'Oro,Giardini Naxos,Sicily,4,Hotel,Bed & Breakfast,0,,,0,0,0,0,1,1,0,0,0,0,1,1,1,DUB,2015-07-05,2015-02-19,136,7,809
INSOHA,Hotel Ascot,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,566,1,0,0,1,1,1,0,1,0,0,1,0,1,DUB,2015-07-05,2015-04-04,92,7,945.32
INSOCA,Hotel Cesare Augusto,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,636,1,0,0,1,0,1,0,0,0,0,1,0,0,DUB,2015-07-05,2015-01-24,162,7,919
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-01-21,165,7,1483.3
INSOCC,Hotel Conca Park,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,1634,1,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-05-29,37,14,1369
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-05-29,37,7,1448.3
INSOF,Grand Hotel La Favorita,Sorrento,Sorrento and Amalfi Coast,5,Hotel,Bed & Breakfast,0,5,1825,1,0,0,1,1,1,0,1,0,0,1,0,1,DUB,2015-07-05,2015-01-16,170,7,1255
ISTAVE,Hotel Villa Esperia,Taormina,Sicily,4,Hotel,Bed & Breakfast,0,,,1,0,0,0,1,0,0,0,0,0,1,0,0,DUB,2015-07-05,2015-01-05,181,7,1179.23
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-06,29,7,863
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-03,32,7,1530.49
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-04,31,14,2431.85
ISNOHG,Grand Hotel Hermitage,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,1,1,DUB,2015-07-05,2015-06-07,28,7,835.33
INSOHA,Hotel Ascot,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,566,1,0,0,1,1,1,0,1,0,0,1,0,1,DUB,2015-07-05,2015-04-10,86,7,851
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-09,26,7,1264.24
INSOGH,Grand Hotel La Pace,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,1,1,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-09,26,7,1036.5
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2014-11-07,240,7,1548.3
INSOCA,Hotel Cesare Augusto,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,636,1,0,0,1,0,1,0,0,0,0,1,0,0,DUB,2015-07-05,2015-01-23,163,7,869
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-08,27,7,1383.82
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-04-14,82,7,749.71
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-01-24,162,7,1259
ISNOHG,Grand Hotel Hermitage,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,1,1,DUB,2015-07-05,2015-06-18,17,7,870.33
INSOMP,Hotel Majestic Palace,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,783,1,0,0,1,1,1,0,1,0,0,1,0,0,DUB,2015-07-05,2015-06-10,25,7,1039
IAMAL,Hotel Pietra di Luna,Maiori,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,490,1,1,0,1,1,0,0,0,0,0,1,1,1,DUB,2015-07-05,2015-06-12,23,7,989.7
INSOA,Hotel Astoria,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,4,275,0,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-28,7,7,719
INSOBA,Hotel Torre Barbara,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,366,1,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-04-19,77,7,865
INSOES,Esperidi Resort,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,0,0,0,1,0,1,0,0,DUB,2015-07-05,2015-06-12,23,7,926.66
INSOHL,Hotel Londra,Sorrento,Sorrento and Amalfi Coast,3,Hotel,Bed & Breakfast,0,3,323,1,0,0,0,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-04-13,83,7,804
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-11,24,7,1473.3
INSOA,Hotel Astoria,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,4,275,0,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-20,15,7,734
ISGNSB,Hotel Sporting Baia,Giardini Naxos,Sicily,4,Hotel,Half Board,0,,,1,1,1,1,1,0,0,0,0,0,1,0,0,DUB,2015-07-05,2015-06-16,19,7,901.55
ISGNHD,Hotel Diamond,Giardini Naxos,Sicily,5,Hotel,Bed & Breakfast,0,4,244,1,0,0,1,1,1,0,1,0,0,1,0,0,DUB,2015-07-05,2015-06-17,18,7,1166.39
ISTAEP,Hotel Excelsior Palace,Taormina,Sicily,4,Hotel,Bed & Breakfast,0,4,703,1,0,0,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-16,19,7,1107.55
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-16,19,7,1342.24
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-03-21,106,7,1553.3
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-19,16,7,1293.3
ISGNHS,Hotel Sabbie d'Oro,Giardini Naxos,Sicily,4,Hotel,Bed & Breakfast,0,,,0,0,0,0,1,1,0,0,0,0,1,1,1,DUB,2015-07-05,2015-06-17,18,7,743.45
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-05-01,65,7,1543.3
INSOA,Hotel Astoria,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,4,275,0,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-23,12,7,744
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-02-26,129,7,945.03
INSOCC,Hotel Conca Park,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,1634,1,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-05-30,36,7,829
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-22,13,7,1169
ISNOHG,Grand Hotel Hermitage,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,1,1,DUB,2015-07-05,2015-06-22,13,7,849.03
INSOMP,Hotel Majestic Palace,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,783,1,0,0,1,1,1,0,1,0,0,1,0,0,DUB,2015-07-05,2015-05-14,52,7,1186.5
ISLIHS,Hotel San Vincenzo,Letojanni,Sicily,3,Hotel,Bed & Breakfast,0,3.5,137,0,0,0,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-25,10,7,903.05
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-23,12,14,2019
IAPOA,Hotel Le Agavi,Positano,Sorrento and Amalfi Coast,5,Hotel,Bed & Breakfast,0,4.5,689,1,0,1,1,1,1,0,1,0,0,1,1,0,DUB,2015-07-05,2015-05-11,55,7,2145.27
ISTABG,Baia Taormina Grand Palace Hotel & Spa,Taormina,Sicily,4,Hotel,Bed & Breakfast,0,4,871,1,1,1,1,1,0,0,1,0,0,1,1,0,DUB,2015-07-05,2015-06-26,9,7,1336.06
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-04-25,71,7,799
INSOCC,Hotel Conca Park,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,1634,1,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-04-25,71,7,984
INSOA,Hotel Astoria,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,4,275,0,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-26,9,7,804
INSOHM,Hotel Metropole,Sorrento,Sorrento and Amalfi Coast,3,Hotel,Bed & Breakfast,0,3.5,406,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-01-24,162,7,773.15
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-06-28,7,7,1099
INSOA,Hotel Astoria,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,4,275,0,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-06-29,6,7,870.69
INSOSP,Hotel Hilton Sorrento Palace,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,4.5,3579,1,0,0,1,1,1,0,1,1,0,0,1,1,DUB,2015-07-05,2015-03-14,113,7,1042.33
INSOHL,Hotel Londra,Sorrento,Sorrento and Amalfi Coast,3,Hotel,Bed & Breakfast,0,3,323,1,0,0,0,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-04-23,73,7,659
INSOCC,Hotel Conca Park,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,1634,1,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-05-02,64,7,965
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-04-29,67,14,2099
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-05-15,51,7,1261.83
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-03-07,120,14,2098
INSOHP,Grand Hotel Parco del Sole,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Bed & Breakfast,0,,,1,0,0,1,1,1,0,0,0,0,1,0,1,DUB,2015-07-05,2015-03-10,117,7,955.03
INSOH,Hotel Bristol,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,2576,1,1,1,1,1,1,0,1,0,0,1,1,1,DUB,2015-07-05,2015-05-06,60,14,2179
INSOM,Hotel Minerva,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,,,1,0,1,1,1,1,0,1,0,0,0,0,1,DUB,2015-07-05,2014-12-30,187,7,1109
INSOMP,Hotel Majestic Palace,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4,783,1,0,0,1,1,1,0,1,0,0,1,0,0,DUB,2015-07-05,2015-02-11,144,7,949
INSOBA,Hotel Torre Barbara,Sorrento,Sorrento and Amalfi Coast,4,Hotel,Half Board,0,4.5,366,1,0,0,1,1,0,0,0,0,0,1,0,1,DUB,2015-07-05,2015-05-27,39,7,907.5
